NTA Experiment Summary File,
Created with NTA 3.3 - Sample Assistant Dev Build 3.3.203,
,
[Experiment Details],,
Software Version,NTA 3.3 - Sample Assistant Dev Build 3.3.203,
Experiment Name,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-07-28.nano,
Operator Name,MG,
Time Captured,11:07:28  07/05/2021,
Sample Description,d200,
Pre-treatment,,
Diluent,PBS,
Remarks,,
,,
,,,,,
Filename:,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-07-57,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-09-13,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-10-35,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-18-19,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-20-54,
,,,,,,
[Conditions],,,,,,
Temperature/C,22.000,22.000,22.000,22.000,22.000,
Viscosity/cP,0.952941,0.952941,0.952941,0.952941,0.952941,
Camera Type,sCMOS,sCMOS,sCMOS,sCMOS,sCMOS,
Laser Type,Unknown,Unknown,Unknown,Unknown,Unknown,
Camera Level,16,16,16,16,16,
Slider Shutter,1300,1300,1300,1300,1300,
Slider Gain,512,512,512,512,512,
Shutter/ms,32.500000,32.500000,32.500000,32.500000,32.500000,
Camera Histogram Upper Limit,2470,2470,2470,2470,2470,
Camera Histogram Lower Limit,0,0,0,0,0,
Frame rate/fps,24.982500,24.982500,24.982500,24.982500,24.982500,
Syringe Pump Speed/AU,50,50,50,50,50,
,,,,,,
[Settings],,,,,,
Detection Threshold,5,5,5,5,5,
Max Jump Mode,Auto,Auto,Auto,Auto,Auto,
Max Jump Distance,17.4211,18.8897,16.3149,21.1750,15.0451,
Blur,Auto,Auto,Auto,Auto,Auto,
Min Track Length,Auto,Auto,Auto,Auto,Auto,
First frame,0,0,0,0,0,
Total frames analysed,1498,1498,1498,1498,1498,
,,,,,,
[Exclusion Regions]
No Exclusion Regions Used,,,,,,

[Results],,,,,,Average,Standard Error,
3978.0,0,0,0,0,0,0,0,
3982.0,0,0,0,0,0,0,0,
3986.0,0,0,0,0,0,0,0,
3990.0,0,0,0,0,0,0,0,
3994.0,0,0,0,0,0,0,0,
3998.0,0,0,0,0,0,0,0,

Percentile,Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),Diffusion Coefficient (E4 nm²/s),
0,108.0,152.0,140.0,124.0,136.0,
1,140.8,176.9,175.7,142.4,178.3,
2,207.5,257.4,210.3,193.3,188.2,
3,216.3,265.3,236.4,200.3,196.0,
4,222.9,268.7,246.9,209.7,202.8,
5,229.0,270.9,254.7,258.6,209.1,
6,234.9,272.9,261.3,277.1,214.9,
7,240.9,274.5,267.5,285.7,220.5,
8,247.2,276.1,273.4,291.8,225.9,
9,253.9,277.5,279.3,296.7,231.1,
10,260.9,279.0,285.1,300.8,236.2,
11,268.3,280.4,291.0,304.4,241.1,
12,275.8,281.9,296.8,307.7,246.0,
13,283.2,283.4,302.6,310.6,250.8,
14,290.4,285.0,308.3,313.4,255.5,
15,297.1,286.7,313.8,316.0,260.2,
16,303.4,288.6,319.2,318.4,264.8,
17,309.2,290.9,324.4,320.7,269.5,
18,314.6,293.8,329.3,322.8,274.2,
19,319.7,297.7,334.1,324.9,278.9,
20,324.5,305.2,338.7,326.9,283.6,
21,329.0,375.1,343.1,328.8,288.4,
22,333.3,392.3,347.4,330.7,293.2,
23,337.5,399.0,351.6,332.5,298.1,
24,341.4,403.5,355.6,334.3,302.9,
25,345.3,407.0,359.6,336.0,307.7,
26,349.1,410.0,363.5,337.7,312.4,
27,352.8,412.6,367.4,339.4,317.0,
28,356.4,414.9,371.2,341.1,321.5,
29,360.0,417.1,374.9,342.7,325.8,
30,363.5,419.1,378.7,344.4,330.0,
31,367.0,421.0,382.4,346.0,334.0,
32,370.5,422.8,386.1,347.7,337.9,
33,373.9,424.6,389.8,349.4,341.7,
34,377.3,426.2,393.5,351.1,345.3,
35,380.8,427.9,397.2,352.8,348.8,
36,384.2,429.6,401.0,354.5,352.2,
37,387.6,431.2,404.7,356.3,355.5,
38,391.0,432.8,408.4,358.1,358.6,
39,394.4,434.4,412.2,360.0,361.8,
40,397.8,436.1,415.9,362.0,364.8,
41,401.2,437.7,419.7,364.0,367.8,
42,404.6,439.4,423.6,366.2,370.7,
43,408.0,441.1,427.4,368.4,373.6,
44,411.3,442.8,431.3,370.9,376.4,
45,414.7,444.6,435.1,373.6,379.2,
46,418.1,446.5,439.1,376.5,381.9,
47,421.5,448.4,443.0,379.7,384.7,
48,424.9,450.4,446.9,383.5,387.4,
49,428.3,452.5,450.9,387.9,390.1,
50,431.7,454.8,454.9,393.4,392.8,
51,435.1,457.2,458.8,400.4,395.5,
52,438.5,459.8,462.8,410.6,398.2,
53,441.9,462.6,466.8,426.9,400.8,
54,445.4,465.8,470.8,452.7,403.5,
55,448.9,469.3,474.9,476.9,406.3,
56,452.4,473.2,478.9,492.3,409.0,
57,455.9,477.9,482.9,502.6,411.7,
58,459.5,483.3,486.9,510.3,414.5,
59,463.1,489.8,490.8,516.5,417.3,
60,466.7,497.8,494.8,521.6,420.1,
61,470.4,507.5,498.8,526.2,423.0,
62,474.1,518.5,502.8,530.3,425.9,
63,477.9,530.0,506.7,534.0,428.9,
64,481.8,540.7,510.7,537.4,431.9,
65,485.7,550.1,514.7,540.7,435.0,
66,489.8,558.1,518.7,543.8,438.2,
67,493.8,565.0,522.7,546.7,441.5,
68,498.0,571.0,526.7,549.6,444.8,
69,502.3,576.3,530.7,552.4,448.3,
70,506.7,581.1,534.8,555.2,451.8,
71,511.1,585.5,538.9,557.9,455.5,
72,515.7,589.6,543.1,560.6,459.4,
73,520.4,593.4,547.3,563.3,463.4,
74,525.2,597.0,551.6,566.0,467.6,
75,530.2,600.5,556.0,568.7,472.0,
76,535.2,603.9,560.5,571.5,476.7,
77,540.5,607.1,565.1,574.3,481.6,
78,545.8,610.3,569.8,577.2,486.8,
79,551.4,613.4,574.7,580.2,492.4,
80,557.1,616.5,579.7,583.4,498.4,
81,563.0,619.6,585.0,586.7,504.7,
82,569.1,622.7,590.5,590.3,511.6,
83,575.5,625.9,596.3,594.0,519.1,
84,582.1,629.1,602.4,598.1,527.1,
85,589.0,632.5,608.9,602.7,535.8,
86,596.3,635.9,615.8,607.7,545.2,
87,603.9,639.5,623.3,613.6,555.3,
88,612.1,643.4,631.3,620.5,566.2,
89,620.8,647.5,640.2,629.0,577.9,
90,630.3,652.0,650.0,640.3,590.4,
91,640.6,657.1,661.0,656.3,604.0,
92,652.2,663.0,673.5,681.4,618.9,
93,665.4,670.2,687.8,721.1,635.6,
94,680.9,679.6,704.6,774.0,655.0,
95,699.8,694.4,724.7,863.8,679.1,
96,724.4,736.2,748.9,1181.2,713.0,
97,759.4,952.0,778.9,1250.4,778.8,
98,817.2,1005.3,817.6,1303.5,1144.2,
99,939.6,1051.7,875.8,1366.7,1306.4,
100,2424.0,2720.0,2192.0,2300.0,2056.0,
,,,,,,
Weighting,Surface Area,
Filename,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-07-57,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-09-13,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-10-35,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-18-19,Milieu diff MPC28 NS 2 (D6) d200 2021-05-07 11-20-54,Average,Standard Error,
Mean,563.9,619.5,574.8,744.5,634.1,627.4,32.1,
Mode,475.7,621.5,545.2,565.7,419.3,525.5,35.3,
SD,215.5,257.8,213.7,376.1,353.3,283.3,34.3,
D10,354.7,414.1,366.3,345.8,331.4,362.5,14.1,
D50,525.5,595.4,546.4,586.8,496.5,550.1,18.6,
D90,799.5,996.2,787.4,1338.9,1298.8,1044.2,118.3,
Valid Tracks,965.0,955.0,939.0,809.0,890.0,,,
Graph Data,
Bin centre (E4 nm²/s),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area conc. (nm² / ml),Surface area average,Standard Error,
2.0,0,0,0,0,0,0,0,
6.0,0,0,0,0,0,0,0,
10.0,0,0,0,0,0,0,0,
14.0,0,0,0,0,0,0,0,
18.0,0,0,0,0,0,0,0,
22.0,0,0,0,0,0,0,0,
26.0,0,0,0,0,0,0,0,
30.0,0,0,0,0,0,0,0,
34.0,0,0,0,0,0,0,0,
38.0,0,0,0,0,0,0,0,
42.0,0,0,0,0,0,0,0,
46.0,0,0,0,0,0,0,0,
50.0,0,0,0,0,0,0,0,
54.0,0,0,0,0,0,0,0,
58.0,0,0,0,0,0,0,0,
62.0,0,0,0,0,0,0,0,
66.0,0,0,0,0,0,0,0,
70.0,0,0,0,0,0,0,0,
74.0,0,0,0,0,0,0,0,
78.0,0,0,0,0,0,0,0,
82.0,0,0,0,0,0,0,0,
86.0,0,0,0,0,0,0,0,
90.0,0,0,0,0,0,0,0,
94.0,0,0,0,0,0,0,0,
98.0,0,0,0,0,0,0,0,
102.0,21,0,0,0,0,4,4,
106.0,6325,0,0,0,0,1265,1265,
110.0,622044,0,0,0,0,124409,124409,
114.0,22629679,0,0,0,0,4525936,4525936,
118.0,343179144,0,0,0,0,68635829,68635829,
122.0,2412893745,0,0,31,0,482578755,482578747,
126.0,8653380195,0,0,443380,16,1730764718,1730653871,
130.0,17279130415,0,0,277416292,1028,3511309547,3442374428,
134.0,20886186299,0,7,10430293676,37861,6263303569,4176595182,
138.0,16625259493,0,3426,37066399074,799170,10738492232,7327145136,
142.0,9536743366,0,448743,22329222938,10039139,6375290837,4395009134,
146.0,4363313587,5,18100688,4475568077,78768018,1787150075,1074853947,
150.0,1788540497,4835,274840208,595701237,407703388,613358033,309391005,
154.0,747350068,919730,1889801121,96892339,1475274137,842047479,372188351,
158.0,362788111,47589980,6944599121,29676209,3957668629,2268464410,1383757651,
162.0,228448637,904384912,15748972071,20849923,8333210955,5047173299,3090091181,
166.0,198885576,7590470658,24869663645,32594144,14522721875,9442867179,4696949969,
170.0,239670053,30932143949,30170694243,93479822,21960147216,16679227057,6922425479,
174.0,378320170,63802640095,30415182472,377188753,29981091287,24990884555,11773465687,
178.0,717338476,68329148932,27128041881,1651902623,38141376690,27193561720,12580465467,
182.0,1493259859,39505914958,22529764303,6395390261,46285246273,23241915131,8811439626,
186.0,3166697696,13241808095,18182804169,19161316630,54443495660,21639224450,8677436039,
190.0,6487725989,2874106031,14784079173,41686099445,62699886285,25706379385,11475706934,
194.0,12429086207,467990010,12473567578,65348357846,71101800946,32364160517,14830661866,
198.0,21900896856,67958784,11165533852,76213430455,79629096688,37795383327,16749847857,
202.0,35308832480,10560459,10750499183,69939103445,88206754737,40843150061,16872140102,
206.0,52194789928,2086020,11187588791,54011649662,96739943816,42827211644,17254684851,
210.0,71212555012,604225,12539073243,37590412611,105151668171,45298862653,19285271583,
214.0,90488858573,283108,14980444870,25104886839,113408688882,48796632455,22359423759,
218.0,108176299921,224436,18795672098,16959191962,121529142988,53092106281,25513209515,
222.0,122921890170,298519,24351107013,12064422171,129572839068,57782111388,28234355332,
226.0,134080545132,631168,32035827255,9287992680,137620166379,62605032523,30358288265,
230.0,141671033603,1945368,42163595591,7855992467,145747055936,67487924593,31921208985,
234.0,146179203866,7874846,54851864174,7333147238,154002347542,72474887533,33079100797,
238.0,148327628025,37570450,69916924995,7524209978,162391796745,77639626038,34042337447,
242.0,148889008705,190861888,86833730970,8400732381,170870949527,83037056694,34999828535,
246.0,148570213603,945610212,104790946880,10064103273,179347590220,88743692838,36017200264,
250.0,147960225767,4257447296,122832187738,12733000351,187693259209,95095224072,36860196184,
254.0,147521967997,16526833553,140036655492,16740738558,195762173538,103317673828,36658221752,
258.0,147607893084,53383949922,155679310988,22528580915,203414718868,116522890755,33816525945,
262.0,148484633248,140587997406,169326862574,30622834433,210541759016,139912817335,29893030726,
266.0,150357968594,299532300372,180857138959,41588776924,217085710961,177884379162,42236236171,
270.0,153393888073,517563564144,190416954936,55964578062,223054923179,228078781679,77603551480,
274.0,157734277382,732806635866,198346620185,74190825872,228529322024,278321536266,116542393894,
278.0,163507170082,864016450434,205098053226,96559416300,233657162117,312567650432,139776776063,
282.0,170832056578,865609491708,211164452862,123202814209,238644462862,321890655644,137316414163,
286.0,179820877300,753839057666,217029258967,154130194183,243739838292,309711845282,112086721340,
290.0,190575308295,584652178726,223134512307,189297513868,249217705341,287375443707,75148490998,
294.0,203180939865,413894657436,229864647054,228684186908,255362374649,266197361182,37835341924,
298.0,217699028873,274058966941,237540531756,272345954182,262454593712,252819815093,10936468265,
302.0,234156688620,173766318987,246419065272,320420890039,270761086079,249104809799,23939011416,
306.0,252536635192,107862026787,256694866414,373077596779,280526795510,254139584136,42572736859,
310.0,272767866165,66897295144,268501967366,430406241144,291969045055,266108482975,58050708660,
314.0,294718812584,42222991633,281914636078,492262439582,305272672872,283278310550,71553661553,
318.0,318194481350,27558494655,296947400705,558082661080,320585341723,304273675903,84114156378,
322.0,342938821408,18854526167,313554999622,626700033694,338012536008,328012183380,96261287825,
326.0,368642986762,13670487363,331633326963,696201245665,357612157715,353552040893,108086215397,
330.0,394959388439,10591394644,351022486278,763874728016,379389023924,379967404260,119349564746,
334.0,421520553103,8817626065,371512820762,826300088962,403289884621,406288194703,129584564183,
338.0,447961009600,7911714026,392854309148,879611004050,429199768782,431507561121,138202795377,
342.0,473939878427,7654519495,414769098145,919925409176,456940496270,454645880303,144612239801,
346.0,499161665946,7970776800,436966317914,943884673711,486272054119,474851097698,148345277643,
350.0,523393003892,8898783449,459157838723,949194992657,516897247151,491508373174,149180568343,
354.0,546473668934,10591346961,481073387675,935041856153,548469642808,504329980506,147233798336,
358.0,568321034123,13343760270,502473506225,902267740379,580604408421,513402089884,142990647097,
362.0,588927974502,17650226222,523159167918,853262494789,612891264843,519178225655,137259907143,
366.0,608355012458,24292983378,542977402000,791594583933,644908522970,522425700948,131033650747,
370.0,626718030331,34467285203,561822857341,721479069223,676237073869,524144863193,125259300186,
374.0,644173148713,49937754460,579635769594,647210412670,706473278534,525486072794,120569108457,
378.0,660900382296,73204074291,596397172755,572677544423,735239924453,527683819644,117073478702,
382.0,677087500112,107624586909,612122382907,501036201303,762194731211,532013080488,114348773587,
386.0,692915214286,157409130849,626853783179,434560274071,787036232492,539754926975,111679575401,
390.0,708544480240,227362364260,640653795037,374649357217,809507176189,552143434588,108516901362,
394.0,724106373307,322263366432,653598688665,321944526204,829395822316,570261755385,105101932139,
398.0,739694748655,445837562089,665773620882,276499164621,846535655881,594868150426,103176496834,
402.0,755361705159,599425474176,677269038428,237960453975,860804066357,626164147619,106248923435,
406.0,771115752201,780646758255,688178377899,205732107047,872120492042,663558697489,118107466258,
410.0,786922502763,982510999981,698596846006,179103807743,880444412681,705515713835,139841136494,
414.0,802707664732,1193430596716,708620977990,157344183217,885773427294,749575369990,168937185762,
418.0,818362056384,1398383456034,718348642104,139761064923,888141505028,792599344894,201056882205,
422.0,833748319888,1581099684156,727879173509,125735920564,887617367965,831216093216,231721137243,
426.0,848708946038,1726760691219,737313368830,114739870183,884302871920,862365149638,257140906336,
430.0,863075159882,1824485785194,746753140045,106337814269,878331201832,883796620245,274643265458,
434.0,876676162451,1868946517016,756300701477,100185769788,869864692821,894394768711,282887317596,
438.0,889348192305,1860757365049,766057236613,96025055392,859092120598,894255993991,281868146258,
442.0,900942874763,1805692761634,776121055216,93675739052,846225365915,884531559316,272716008169,
446.0,911334373834,1713102415120,786585301352,93030831791,831495434837,867109671387,257352884643,
450.0,920424952416,1594034101004,797535308127,94052056933,815147897257,844238863147,238097140835,
454.0,928148672904,1459521790082,809045716043,96767582201,797437878653,818184327977,217297255842,
458.0,934473119368,1319328360024,821177481421,101271799951,778624795747,790975111302,197041138458,
462.0,939399176569,1181238161278,833974903029,107727011883,758967059664,764261262485,178950868334,
466.0,942959042537,1050843542920,847462792203,116366661924,738716978384,739269803594,164055151306,
470.0,945212765282,931688548883,861643907445,127499519140,718116075110,716832163172,152742597354,
474.0,946243670417,825616099463,876496770383,141513908433,697391004573,697452290654,144818425422,
478.0,946153081127,733189163325,891973976425,158880703305,676750201236,681389425084,139672070658,
482.0,945054727121,654097410815,908001109689,180153337571,656381338438,668737584727,136506369016,
486.0,943069201492,587501224311,924476365644,205962599554,636449622025,659491802605,134542796774,
490.0,940318763514,532295967803,941270974214,237003524445,617096891594,653597224314,133146912716,
494.0,936922711621,487299020747,958230498145,274011430882,598441460800,650981024439,131875540967,
498.0,932993474090,451371936579,975177054641,317724238855,580578597789,651569060391,130478491254,
502.0,928633493129,423493180923,991912471773,368828870213,563581528242,655289908856,128885907248,
506.0,923932916571,402796093085,1008222345841,427890968908,547502836191,662069032119,127197100210,
510.0,918968063265,388584123035,1023880914072,495269499379,532376140159,671815747982,125671453326,
514.0,913800594172,380332350685,1038656602687,571020929435,518217932003,684405681796,124709823534,
518.0,908477300333,377681483002,1052318058466,654801364932,505029480965,699661537539,124807025563,
522.0,903030409229,380428214051,1064640427981,745778568846,492798723406,717335268703,126458610590,
526.0,897478310176,388514053460,1075411617933,842568404980,481502077765,737094892863,130027304344,
530.0,891826604681,402013402407,1084438256685,943210932763,471106142715,758519067850,135611168607,
534.0,886069396831,421120676352,1091551083725,1045199331016,461569253346,781101948254,142974109158,
538.0,880190749799,446135546955,1096609520715,1145569684332,452842884604,804269677281,151570632716,
542.0,874166246021,477444842496,1099505223157,1241051768769,444872902934,827408196675,160644282805,
546.0,867964599398,515499288628,1100164471622,1328271462968,437600675933,849900099710,169353544469,
550.0,861549277498,560783113920,1098549330398,1403986073195,430964055965,871166370195,176890952029,
554.0,854880099822,613774648638,1094657573126,1465326739755,424898257322,890707463732,182583756172,
558.0,847914784711,674896496687,1088521443215,1510018948765,419336648000,908137664276,185977694807,
562.0,840610422553,744454749237,1080205375985,1536553966738,414211476784,923207198260,186908265746,
566.0,832924856834,822568096572,1069802855445,1544290585783,409454554446,935808189816,185561559194,
570.0,824817957489,909089577858,1057432608909,1533476639449,404997904915,945962937724,182520787163,
574.0,816252773310,1003525974360,1043234356461,1505191267666,400774398432,953795754046,178781998838,
578.0,807196552077,1104962247975,1027364330660,1461219587654,396718374458,959492218565,175699583891,
582.0,797621618814,1212000553687,1009990766949,1403879333864,392766257604,963251706184,174799915345,
586.0,787506104404,1322724697049,991289540066,1335823019518,388857165525,965240105312,177427755867,
590.0,776834518740,1434700917672,971440089878,1259839059527,384933503674,965549617898,184319339184,
594.0,765598164833,1545024102794,950621744824,1178671748444,380941538370,964171459853,195342296521,
598.0,753795392754,1650414761053,929010515645,1094874227896,376831936999,960985366869,209573903765,
602.0,741431695050,1747366483626,906776398844,1010701999289,372560262325,955767367827,225623291954,
606.0,728519648150,1832336803405,884081200034,928048371653,368087407162,948214686081,241971617349,
610.0,715078707286,1901967357937,861076863240,848418338038,363379955818,937984244464,257201983563,
614.0,701134865386,1953313342465,837904273591,772934156500,358410459970,924739419583,270118213239,
618.0,686720189169,1984058663967,814692487834,702364383481,353157618653,908198668621,279795387058,
622.0,671872248142,1992692913976,791558339058,637167997255,347606354879,888179570662,285595908351,
626.0,656633454243,1978629622248,768606358403,577546143697,341747784738,864632672666,287167304259,
630.0,641050331427,1942251871574,745928956416,523495500631,335579078491,837661147708,284427295919,
634.0,625172735379,1884880205012,723606809308,474858915876,329103216918,807524376499,277537652847,
638.0,609053043908,1808667337068,701709399831,431370554992,322328649820,774625797124,266867936875,
642.0,592745338189,1716432858628,680295668120,392694133080,315268866823,739487372968,252951206444,
646.0,576304594112,1611457501946,659414734054,358453829767,307941893396,702714510655,236434874502,
650.0,559785901487,1497259725599,639106658974,328258194764,300369727134,664956041592,218030616212,
654.0,543243726873,1377377170509,619403220662,301717781717,292577730693,626863926091,198467302789,
658.0,526731233498,1255172345070,600328681075,278457458746,284593998433,589056743364,178450413176,
662.0,510299669098,1133676609789,581900531273,258124396527,276448713695,552089984076,158630384693,
666.0,493997829822,1015480264951,564130202283,240392684526,268173512858,516434898888,139581080618,
670.0,477871605558,902670386240,547023734228,224965417626,259800870943,482466402919,121788103964,
674.0,461963609394,796812863440,530582398986,211574961652,251363521720,450459471038,105645091478,
678.0,446312891444,698971399719,514803273978,199981969287,242893923088,420592691503,91454308476,
682.0,430954735030,609754192736,499679766507,189973590874,234423776149,392957212259,79425955135,
686.0,415920531276,529378516649,485202089393,181361214441,225983603991,367569191150,69669755899,
690.0,401237726623,457744131359,471357689660,173977978394,217602393786,344383983964,62175948466,
694.0,386929836523,394507948873,458131632701,167676228261,209307303615,323310589995,56794361452,
698.0,373016517736,339154277721,445506944777,162325033925,201123433412,304225241514,53234598092,
702.0,359513691114,291056904216,433464916989,157807843100,193073657713,286983402627,51107453264,
706.0,346433706570,249531012319,421985373981,154020317933,185178516467,271429785454,49998197042,
710.0,333785541976,213874353509,411046910663,150868381710,177456159087,257406269389,49536153101,
714.0,321575028059,183398104663,400627100229,148266489607,169922336147,244757811741,49432811535,
718.0,309805091827,157448510408,390702676663,146136129136,162590432646,233336568136,49487097704,
722.0,298476011677,135420751812,381249694826,144404550934,155471536567,223004509163,49571693964,
726.0,287585678091,116766587843,372243671136,143003727447,148574536458,213634840195,49613779942,
730.0,277129854554,100997254138,363659707694,141869534890,141906241989,205112518653,49577416498,
734.0,267102434157,87682940500,355472602619,140941151952,135471521809,197334130207,49449937518,
738.0,257495688120,76449956452,347656949228,140160666399,129273453465,190207342733,49232332677,
742.0,248300503244,66976470435,340187226550,139472877861,123313480722,183650111762,48932819787,
746.0,239506605967,58987497208,333037883532,138825281451,117591574193,177589768470,48562731987,
750.0,231102771399,52249623240,326183419162,138168212604,112106391777,171962083637,48134002546,
754.0,223077016236,46565806993,319598460532,137455128814,106855436010,166710369717,47657719896,
758.0,215416774967,41770470451,313257840722,136642999244,101835205966,161784658270,47143384516,
762.0,208109059227,37725007226,307136678114,135692768851,97041341906,157140971065,46598616593,
766.0,201140600474,34313766785,301210458574,134569860269,92468761304,152740689481,46029145168,
770.0,194497976465,31440529000,295455121611,133244674752,88111785315,148550017428,45438964705,
774.0,188167722235,29025453730,289847151354,131693053247,83964255129,144539527139,44830582022,
778.0,182136426409,27002472460,284363672852,129896660657,80019637933,140683774062,44205301302,
782.0,176390813838,25317079764,278982553826,127843260389,76271122484,136960966060,43563511856,
786.0,170917815597,23924478938,273682511655,125526852505,72711704482,133352672635,42904955273,
790.0,165704627395,22788036449,268443224949,122947656676,69334262117,129843561517,42228957490,
794.0,160738757510,21878002483,263245448686,120111930329,66131622256,126421152253,41534618090,
798.0,156008065284,21170458715,258071131472,117031622109,63096617857,123075579087,40820954530,
802.0,151500791217,20646458875,252903533135,113723870493,60222137215,119799358187,40087003191,
806.0,147205579641,20291332067,247727340491,110210366177,57501165724,116587156820,39331882269,
810.0,143111494871,20094123128,242528778831,106516604273,54926820796,113435564380,38554823698,
814.0,139208031708,20047148091,237295716465,102671057788,52492380623,110342866935,37755182429,
818.0,135485121069,20145646283,232017759471,98704307010,50191307418,107308828250,36932431727,
822.0,131933131450,20387513423,226686333760,94648160225,48017265766,104334480925,36086152668,
826.0,128542866881,20773102555,221294751583,90534799733,45964136651,101421931481,35216025037,
830.0,125305561946,21305081557,215838259763,86395983669,44026027732,98574182933,34321825519,
834.0,122212874379,21988337522,210314067188,82262329118,42197280349,95794977711,33403437694,
838.0,119256875693,22829919384,204721349445,78162695935,40472473746,93088662841,32460877189,
842.0,116430040248,23839010945,199061228975,74123684115,38846426910,90460078239,31494334611,
846.0,113725233091,25026926837,193336729645,70169250913,37314198426,87914467782,30504238795,
850.0,111135696886,26407124089,187552705288,66320447804,35871084665,85457411746,29491343633,
854.0,108655038175,27995221787,181715742416,62595271976,34512616632,83094778197,28456843437,
858.0,106277213204,29809020899,175834038044,59008622712,33234555721,80832690116,27402524518,
862.0,103996513493,31868515734,169917254232,55572349825,32032888618,78677504380,26330964605,
866.0,101807551305,34195887751,163976351651,52295379285,30903821551,76635798309,25245796790,
870.0,99705245157,36815471536,158023405095,49183900239,29843774076,74714359221,24152060926,
874.0,97684805460,39753681884,152071404365,46241597655,28849372536,72920172380,23056671937,
878.0,95741720390,43038890120,146134044432,43469915621,27917443324,71260402778,21969039822,
882.0,93871742054,46701237041,140225509038,40868337742,27045006077,69742366390,20901875415,
886.0,92070873013,50772369551,134360252096,38434672827,26229266866,68373486870,19872199793,
890.0,90335353186,55285088012,128552781274,36165336095,25467611487,67161234011,18902524389,
894.0,88661647194,60272891935,122817448017,34055618144,24757598901,66113040838,18022052753,
898.0,87046432138,65769412916,117168248037,32099935915,24096954873,65236196776,17267538392,
902.0,85486585851,71807725820,111618635904,30292061736,23483565873,64537715037,16683119145,
906.0,83979175609,78419532331,106181356926,28625328086,22915473243,64024173239,16318180157,
910.0,82521447332,85634215102,100868298918,27092807122,22390867690,63701527233,16222469120,
914.0,81110815241,93477766005,95690365860,25687465080,21908084093,63574899256,16438786663,
918.0,79744852001,101971598277,90657374809,24402292515,21465596669,63648342854,16995431538,
922.0,78421279313,111131259617,85777976734,23230411953,21062014481,63924588419,17901690809,
926.0,77137958970,120965071362,81059601361,22165164948,20696077323,64404774793,19148393209,
930.0,75892884349,131472727312,76508425474,21200180749,20366651965,65088173970,20712608856,
934.0,74684172336,142643894325,72129363599,20329428915,20072728760,65971917587,22563667530,
938.0,73510055669,154456864857,67926079541,19547258170,19813418631,67050735374,24668061291,
942.0,72368875679,166877318649,63901016845,18848423729,19587950415,68316717064,26992327917,
946.0,71259075430,179857256075,60055445979,18228105164,19395668563,69759110242,29504180597,
950.0,70179193224,193334168693,56389525823,17681916697,19236031196,71364167127,32172544113,
954.0,69127856472,207230512608,52902376961,17205911630,19108608511,73115053237,34967080697,
958.0,68103775913,221453546952,49592164210,16796582394,19013081506,74991830195,37857581784,
962.0,67105740154,235895592616,46456185908,16450857517,18949241045,76971523448,40813426422,
966.0,66132610539,250434755415,43490967577,16166096616,18916987218,79028283473,43803196401,
970.0,65183316311,264936142969,40692357732,15940084344,18916329005,81133646072,46794478158,
974.0,64256850074,279253586401,38055623855,15771024066,18947384214,83256893722,49753851918,
978.0,63352263516,293231856930,35575546744,15657531905,19010379671,85365515753,52647054608,
982.0,62468663410,306709344711,33246511726,15598631667,19105651649,87425760633,55439296400,
986.0,61605207852,319521143926,31062595503,15593751058,19233646503,89403268968,58095707074,
990.0,60761102747,331502465485,29017647599,15642719498,19394921483,91263771362,60581885881,
994.0,59935598513,342492278300,27105365704,15745767784,19590145688,92973831198,62864526598,
998.0,59127987002,352337063180,25319364377,15903529763,19820101136,94501609092,64912087939,
1002.0,58337598624,360894551334,23653236820,16117046123,20085683884,95817623357,66695478614,
1006.0,57563799661,368037313227,22100609606,16387770358,20387905171,96895479605,68188726253,
1010.0,56805989766,373656063796,20655190413,16717576921,20727892521,97712542683,69369600436,
1014.0,56063599628,377662557054,19310808953,17108771506,21106890742,98250525576,70220162192,
1018.0,55336088805,379991956802,18061451374,17564103386,21526262756,98495972625,70727215619,
1022.0,54622943709,380604589775,16901288536,18086779661,21987490190,98440618374,70882641699,
1026.0,53923675724,379487012235,15824698584,18680481230,22492173637,98081608282,70683599647,
1030.0,53237819479,376652349295,14826284305,19349380240,23042032498,97421573164,70132587129,
1034.0,52564931229,372139896541,13900885773,20098158712,23638904321,96468555315,69237357032,
1038.0,51904587367,366014004174,13043588792,20932027964,24284743500,95235790359,68010694888,
1042.0,51256383041,358362293068,12249729647,21856748404,24981619262,93741354684,66470067186,
1046.0,50619930885,349293278356,11514896640,22878649136,25731712776,92007693559,64637156424,
